,hotel_id,price,stock,city,date,language,mobile,avatar_id,group,brand,parking,pool,children_policy
73,791,125,13,madrid,17,finnish,1,303616,Boss Western,Boss Western,1,0,0
77,997,148,23,madrid,17,finnish,1,303616,Chillton Worldwide,Tripletree,0,0,0
82,822,163,31,madrid,17,finnish,1,303616,Morriott International,Morriot,1,0,0
90,836,156,30,madrid,17,finnish,1,303616,Yin Yang,Royal Lotus,1,0,0
92,873,246,37,madrid,17,finnish,1,303616,Accar Hotels,Safitel,1,1,0
98,780,266,27,madrid,17,finnish,1,303616,Accar Hotels,Safitel,1,1,0
43,897,305,24,rome,17,greek,0,303616,Chillton Worldwide,Chill Garden Inn,1,0,2
119,929,353,20,rome,17,greek,0,303616,Accar Hotels,Safitel,1,0,0
32,969,81,11,amsterdam,17,hungarian,0,303616,Accar Hotels,Ibas,1,0,0
68,971,181,16,amsterdam,17,hungarian,0,303616,Chillton Worldwide,Tripletree,1,0,0
75,779,191,29,amsterdam,17,hungarian,0,303616,Morriott International,Morriot,1,0,2
31,969,82,11,amsterdam,17,belgian,0,303616,Accar Hotels,Ibas,1,0,0
43,971,185,16,amsterdam,17,belgian,0,303616,Chillton Worldwide,Tripletree,1,0,0
2,779,195,27,amsterdam,16,romanian,0,303616,Morriott International,Morriot,1,0,2
32,969,82,9,amsterdam,16,romanian,0,303616,Accar Hotels,Ibas,1,0,0
56,971,185,16,amsterdam,16,romanian,0,303616,Chillton Worldwide,Tripletree,1,0,0
22,814,161,22,sofia,16,romanian,0,303616,Accar Hotels,Safitel,0,0,0
31,597,169,22,sofia,16,romanian,0,303616,Accar Hotels,Safitel,1,0,0
34,815,168,25,sofia,16,romanian,0,303616,Morriott International,Corlton,1,0,0
20,815,178,25,sofia,16,slovene,0,303616,Morriott International,Corlton,1,0,0
14,798,292,21,madrid,16,maltese,0,303616,Accar Hotels,Safitel,0,0,1
63,888,229,42,madrid,16,maltese,0,303616,Morriott International,Corlton,1,0,1
2,986,222,17,paris,16,hungarian,1,303616,Chillton Worldwide,Quadrupletree,1,1,0
10,858,228,15,paris,16,hungarian,1,303616,Yin Yang,Royal Lotus,1,0,0
75,970,281,32,paris,16,hungarian,1,303616,Chillton Worldwide,Chill Garden Inn,0,0,2
77,998,231,11,paris,16,hungarian,1,303616,Yin Yang,Royal Lotus,0,0,0
147,808,362,21,paris,16,hungarian,1,303616,Accar Hotels,Safitel,1,0,0
28,754,277,29,valletta,16,finnish,1,303616,Accar Hotels,Safitel,1,0,0
42,988,182,16,valletta,16,finnish,1,303616,Boss Western,J.Halliday Inn,1,0,0
3,852,48,10,sofia,16,romanian,1,303616,Yin Yang,8 Premium,1,0,0
33,883,113,19,sofia,16,romanian,1,303616,Chillton Worldwide,Quadrupletree,1,1,0
43,815,168,25,sofia,16,romanian,1,303616,Morriott International,Corlton,1,0,0
44,814,161,22,sofia,16,romanian,1,303616,Accar Hotels,Safitel,0,0,0
48,597,169,22,sofia,16,romanian,1,303616,Accar Hotels,Safitel,1,0,0
0,597,169,22,sofia,16,hungarian,0,303616,Accar Hotels,Safitel,1,0,0
1,814,161,22,sofia,16,hungarian,0,303616,Accar Hotels,Safitel,0,0,0
5,815,168,25,sofia,16,hungarian,0,303616,Morriott International,Corlton,1,0,0
37,982,158,18,madrid,16,bulgarian,0,303616,Morriott International,Morriot,1,0,0
52,789,80,4,madrid,16,bulgarian,0,303616,Accar Hotels,Ibas,1,0,0
53,888,225,42,madrid,16,bulgarian,0,303616,Morriott International,Corlton,1,0,1
58,798,286,21,madrid,16,bulgarian,0,303616,Accar Hotels,Safitel,0,0,1
26,955,74,6,vilnius,16,hungarian,1,303616,Yin Yang,8 Premium,0,0,0
35,794,207,38,vilnius,16,hungarian,1,303616,Morriott International,Corlton,1,0,0
57,956,96,10,vilnius,16,hungarian,1,303616,Boss Western,Boss Western,1,0,0
66,516,229,25,vilnius,16,hungarian,1,303616,Morriott International,Corlton,1,0,2
29,789,85,4,madrid,16,austrian,0,303616,Accar Hotels,Ibas,1,0,0
49,982,168,18,madrid,16,austrian,0,303616,Morriott International,Morriot,1,0,0
57,798,303,21,madrid,16,austrian,0,303616,Accar Hotels,Safitel,0,0,1
62,888,239,42,madrid,16,austrian,0,303616,Morriott International,Corlton,1,0,1
94,808,392,21,paris,16,danish,1,303616,Accar Hotels,Safitel,1,0,0
4,929,367,18,rome,16,danish,0,303616,Accar Hotels,Safitel,1,0,0
59,897,317,20,rome,16,danish,0,303616,Chillton Worldwide,Chill Garden Inn,1,0,2
103,894,328,39,copenhagen,16,finnish,0,303616,Chillton Worldwide,Chill Garden Inn,1,0,2
131,771,367,21,copenhagen,16,finnish,0,303616,Accar Hotels,Safitel,1,0,0
24,894,303,39,copenhagen,16,hungarian,0,303616,Chillton Worldwide,Chill Garden Inn,1,0,2
82,771,339,21,copenhagen,16,hungarian,0,303616,Accar Hotels,Safitel,1,0,0
23,888,225,42,madrid,16,luxembourgish,0,303616,Morriott International,Corlton,1,0,1
27,798,286,21,madrid,16,luxembourgish,0,303616,Accar Hotels,Safitel,0,0,1
71,901,271,21,madrid,16,luxembourgish,0,303616,Morriott International,Corlton,1,1,0
89,789,80,4,madrid,16,luxembourgish,0,303616,Accar Hotels,Ibas,1,0,0
101,982,158,18,madrid,16,luxembourgish,0,303616,Morriott International,Morriot,1,0,0
106,808,369,21,paris,16,belgian,1,303616,Accar Hotels,Safitel,1,0,0
152,970,287,32,paris,16,belgian,1,303616,Chillton Worldwide,Chill Garden Inn,0,0,2
121,969,86,9,amsterdam,16,portuguese,0,303616,Accar Hotels,Ibas,1,0,0
8,944,276,15,rome,16,romanian,0,303616,Accar Hotels,Safitel,1,1,0
24,929,339,18,rome,16,romanian,0,303616,Accar Hotels,Safitel,1,0,0
56,897,293,20,rome,16,romanian,0,303616,Chillton Worldwide,Chill Garden Inn,1,0,2
72,993,180,16,rome,16,romanian,0,303616,Yin Yang,Royal Lotus,1,0,0
116,874,187,20,rome,16,romanian,0,303616,Chillton Worldwide,Quadrupletree,1,0,0
119,934,74,9,rome,16,romanian,0,303616,Accar Hotels,Ibas,1,0,0
29,970,281,32,paris,16,hungarian,0,303616,Chillton Worldwide,Chill Garden Inn,0,0,2
131,808,362,21,paris,16,hungarian,0,303616,Accar Hotels,Safitel,1,0,0
22,969,81,9,amsterdam,16,hungarian,0,303616,Accar Hotels,Ibas,1,0,0
69,971,181,16,amsterdam,16,hungarian,0,303616,Chillton Worldwide,Tripletree,1,0,0
121,779,191,27,amsterdam,16,hungarian,0,303616,Morriott International,Morriot,1,0,2
2,969,84,9,amsterdam,16,slovene,0,303616,Accar Hotels,Ibas,1,0,0
75,971,189,16,amsterdam,16,slovene,0,303616,Chillton Worldwide,Tripletree,1,0,0
11,815,191,22,sofia,15,polish,0,303616,Morriott International,Corlton,1,0,0
70,970,336,29,paris,15,swedish,0,303616,Chillton Worldwide,Chill Garden Inn,0,0,2
137,808,400,19,paris,15,swedish,0,303616,Accar Hotels,Safitel,1,0,0
31,815,180,22,sofia,15,slovakian,0,303616,Morriott International,Corlton,1,0,0
30,754,282,26,valletta,15,belgian,1,303616,Accar Hotels,Safitel,1,0,0
26,956,102,9,vilnius,15,finnish,0,303616,Boss Western,Boss Western,1,0,0
84,516,268,23,vilnius,15,finnish,0,303616,Morriott International,Corlton,1,0,2
7,717,294,19,madrid,15,slovakian,1,303616,Accar Hotels,Safitel,1,1,0
11,836,141,24,madrid,15,slovakian,1,303616,Yin Yang,Royal Lotus,1,0,0
20,873,222,32,madrid,15,slovakian,1,303616,Accar Hotels,Safitel,1,1,0
21,901,302,19,madrid,15,slovakian,1,303616,Morriott International,Corlton,1,1,0
28,798,280,19,madrid,15,slovakian,1,303616,Accar Hotels,Safitel,0,0,1
39,857,96,14,madrid,15,slovakian,1,303616,Accar Hotels,Navatel,1,0,0
40,822,154,23,madrid,15,slovakian,1,303616,Morriott International,Morriot,1,0,0
43,888,220,40,madrid,15,slovakian,1,303616,Morriott International,Corlton,1,0,1
46,997,134,20,madrid,15,slovakian,1,303616,Chillton Worldwide,Tripletree,0,0,0
60,936,153,14,madrid,15,slovakian,1,303616,Boss Western,J.Halliday Inn,1,0,0
68,982,174,15,madrid,15,slovakian,1,303616,Morriott International,Morriot,1,0,0
87,609,190,16,madrid,15,slovakian,1,303616,Chillton Worldwide,Quadrupletree,1,0,0
92,789,78,3,madrid,15,slovakian,1,303616,Accar Hotels,Ibas,1,0,0
99,780,267,19,madrid,15,slovakian,1,303616,Accar Hotels,Safitel,1,1,0
57,969,84,8,amsterdam,15,hungarian,0,303616,Accar Hotels,Ibas,1,0,0
69,779,191,24,amsterdam,15,hungarian,0,303616,Morriott International,Morriot,1,0,2
107,971,181,14,amsterdam,15,hungarian,0,303616,Chillton Worldwide,Tripletree,1,0,0
65,516,253,23,vilnius,15,hungarian,0,303616,Morriott International,Corlton,1,0,2
73,794,207,34,vilnius,15,hungarian,0,303616,Morriott International,Corlton,1,0,0
84,956,96,9,vilnius,15,hungarian,0,303616,Boss Western,Boss Western,1,0,0
35,897,348,18,rome,15,maltese,0,303616,Chillton Worldwide,Chill Garden Inn,1,0,2
26,808,377,19,paris,15,irish,0,303616,Accar Hotels,Safitel,1,0,0
51,970,317,29,paris,15,irish,0,303616,Chillton Worldwide,Chill Garden Inn,0,0,2
31,897,369,18,rome,15,danish,0,303616,Chillton Worldwide,Chill Garden Inn,1,0,2
45,929,367,16,rome,15,danish,0,303616,Accar Hotels,Safitel,1,0,0
87,897,334,18,rome,15,slovakian,0,303616,Chillton Worldwide,Chill Garden Inn,1,0,2
101,929,332,16,rome,15,slovakian,0,303616,Accar Hotels,Safitel,1,0,0
12,779,199,24,amsterdam,15,irish,1,303616,Morriott International,Morriot,1,0,2
32,77,324,19,amsterdam,15,irish,1,303616,Accar Hotels,Safitel,0,1,0
39,101,345,20,amsterdam,15,irish,1,303616,Accar Hotels,Safitel,1,0,0
49,971,189,14,amsterdam,15,irish,1,303616,Chillton Worldwide,Tripletree,1,0,0
68,45,187,10,amsterdam,15,irish,1,303616,Yin Yang,Ardisson,0,0,0
72,925,132,9,amsterdam,15,irish,1,303616,Boss Western,Boss Western,1,0,0
97,969,87,8,amsterdam,15,irish,1,303616,Accar Hotels,Ibas,1,0,0
38,894,328,35,copenhagen,15,cypriot,1,303616,Chillton Worldwide,Chill Garden Inn,1,0,2
0,888,234,40,madrid,15,greek,1,303616,Morriott International,Corlton,1,0,1
2,982,185,15,madrid,15,greek,1,303616,Morriott International,Morriot,1,0,0
40,798,297,19,madrid,15,greek,1,303616,Accar Hotels,Safitel,0,0,1
42,901,320,19,madrid,15,greek,1,303616,Morriott International,Corlton,1,1,0
55,789,83,3,madrid,15,greek,1,303616,Accar Hotels,Ibas,1,0,0
2,901,333,19,madrid,15,swedish,1,303616,Morriott International,Corlton,1,1,0
13,717,325,19,madrid,15,swedish,1,303616,Accar Hotels,Safitel,1,1,0
25,936,169,14,madrid,15,swedish,1,303616,Boss Western,J.Halliday Inn,1,0,0
42,997,148,20,madrid,15,swedish,1,303616,Chillton Worldwide,Tripletree,0,0,0
46,780,295,19,madrid,15,swedish,1,303616,Accar Hotels,Safitel,1,1,0
50,982,192,15,madrid,15,swedish,1,303616,Morriott International,Morriot,1,0,0
60,857,106,14,madrid,15,swedish,1,303616,Accar Hotels,Navatel,1,0,0
61,888,243,40,madrid,15,swedish,1,303616,Morriott International,Corlton,1,0,1
67,873,246,32,madrid,15,swedish,1,303616,Accar Hotels,Safitel,1,1,0
68,791,125,12,madrid,15,swedish,1,303616,Boss Western,Boss Western,1,0,0
71,609,210,16,madrid,15,swedish,1,303616,Chillton Worldwide,Quadrupletree,1,0,0
76,836,156,24,madrid,15,swedish,1,303616,Yin Yang,Royal Lotus,1,0,0
78,822,170,23,madrid,15,swedish,1,303616,Morriott International,Morriot,1,0,0
91,789,86,3,madrid,15,swedish,1,303616,Accar Hotels,Ibas,1,0,0
100,798,309,19,madrid,15,swedish,1,303616,Accar Hotels,Safitel,0,0,1
16,897,376,18,rome,15,finnish,0,303616,Chillton Worldwide,Chill Garden Inn,1,0,2
23,944,305,11,rome,15,finnish,0,303616,Accar Hotels,Safitel,1,1,0
27,929,374,16,rome,15,finnish,0,303616,Accar Hotels,Safitel,1,0,0
43,874,221,18,rome,15,finnish,0,303616,Chillton Worldwide,Quadrupletree,1,0,0
66,993,214,14,rome,15,finnish,0,303616,Yin Yang,Royal Lotus,1,0,0
70,934,82,8,rome,15,finnish,0,303616,Accar Hotels,Ibas,1,0,0
8,814,173,19,sofia,15,hungarian,0,303616,Accar Hotels,Safitel,0,0,0
32,597,182,19,sofia,15,hungarian,0,303616,Accar Hotels,Safitel,1,0,0
43,815,180,22,sofia,15,hungarian,0,303616,Morriott International,Corlton,1,0,0
9,808,362,19,paris,15,hungarian,0,303616,Accar Hotels,Safitel,1,0,0
93,970,304,29,paris,15,hungarian,0,303616,Chillton Worldwide,Chill Garden Inn,0,0,2
57,897,406,6,rome,6,greek,1,303616,Chillton Worldwide,Chill Garden Inn,1,0,2
31,798,369,5,madrid,6,luxembourgish,1,303616,Accar Hotels,Safitel,0,0,1
58,909,70,0,madrid,6,luxembourgish,1,303616,Yin Yang,8 Premium,1,0,0
75,888,225,22,madrid,6,luxembourgish,1,303616,Morriott International,Corlton,1,0,1
103,897,382,6,rome,6,hungarian,0,303616,Chillton Worldwide,Chill Garden Inn,1,0,2
17,897,431,6,rome,6,finnish,1,303616,Chillton Worldwide,Chill Garden Inn,1,0,2
55,897,423,6,rome,6,danish,1,303616,Chillton Worldwide,Chill Garden Inn,1,0,2
12,815,253,6,sofia,6,estonian,1,303616,Morriott International,Corlton,1,0,0
80,516,304,6,vilnius,6,estonian,1,303616,Morriott International,Corlton,1,0,2
56,101,441,6,amsterdam,6,austrian,1,303616,Accar Hotels,Safitel,1,0,0
5,798,361,5,madrid,6,hungarian,0,303616,Accar Hotels,Safitel,0,0,1
99,888,220,22,madrid,6,hungarian,0,303616,Morriott International,Corlton,1,0,1
49,815,274,6,sofia,6,portuguese,1,303616,Morriott International,Corlton,1,0,0
54,897,382,6,rome,6,hungarian,1,303616,Chillton Worldwide,Chill Garden Inn,1,0,2
81,929,380,6,rome,6,hungarian,1,303616,Accar Hotels,Safitel,1,0,0
99,874,238,4,rome,6,hungarian,1,303616,Chillton Worldwide,Quadrupletree,1,0,0
13,897,406,6,rome,6,belgian,0,303616,Chillton Worldwide,Chill Garden Inn,1,0,2
3,789,78,0,madrid,6,hungarian,1,303616,Accar Hotels,Ibas,1,0,0
18,845,330,6,madrid,6,hungarian,1,303616,Accar Hotels,Safitel,0,0,0
41,780,357,6,madrid,6,hungarian,1,303616,Accar Hotels,Safitel,1,1,0
77,888,220,22,madrid,6,hungarian,1,303616,Morriott International,Corlton,1,0,1
89,873,222,14,madrid,6,hungarian,1,303616,Accar Hotels,Safitel,1,1,0
91,798,361,5,madrid,6,hungarian,1,303616,Accar Hotels,Safitel,0,0,1
94,901,366,6,madrid,6,hungarian,1,303616,Morriott International,Corlton,1,1,0
95,909,68,0,madrid,6,hungarian,1,303616,Yin Yang,8 Premium,1,0,0
56,101,407,6,amsterdam,6,hungarian,0,303616,Accar Hotels,Safitel,1,0,0
23,888,229,22,madrid,6,croatian,1,303616,Morriott International,Corlton,1,0,1
26,909,71,0,madrid,6,croatian,1,303616,Yin Yang,8 Premium,1,0,0
41,901,381,6,madrid,6,croatian,1,303616,Morriott International,Corlton,1,1,0
104,798,376,5,madrid,6,croatian,1,303616,Accar Hotels,Safitel,0,0,1
18,888,239,22,madrid,6,danish,0,303616,Morriott International,Corlton,1,0,1
18,815,248,6,sofia,6,hungarian,1,303616,Morriott International,Corlton,1,0,0
97,101,449,6,amsterdam,6,finnish,0,303616,Accar Hotels,Safitel,1,0,0
25,780,364,6,madrid,6,romanian,1,303616,Accar Hotels,Safitel,1,1,0
29,909,70,0,madrid,6,romanian,1,303616,Yin Yang,8 Premium,1,0,0
30,845,337,6,madrid,6,romanian,1,303616,Accar Hotels,Safitel,0,0,0
68,901,373,6,madrid,6,romanian,1,303616,Morriott International,Corlton,1,1,0
72,97,240,12,madrid,6,romanian,1,303616,Accar Hotels,Safitel,1,1,0
73,888,225,22,madrid,6,romanian,1,303616,Morriott International,Corlton,1,0,1
74,789,80,0,madrid,6,romanian,1,303616,Accar Hotels,Ibas,1,0,0
85,798,368,5,madrid,6,romanian,1,303616,Accar Hotels,Safitel,0,0,1
100,873,227,14,madrid,6,romanian,1,303616,Accar Hotels,Safitel,1,1,0
101,39,114,4,madrid,6,romanian,1,303616,Accar Hotels,Navatel,0,0,0
82,970,338,11,paris,6,hungarian,1,303616,Chillton Worldwide,Chill Garden Inn,0,0,2
23,101,407,6,amsterdam,6,slovakian,1,303616,Accar Hotels,Safitel,1,0,0
99,888,239,20,madrid,5,danish,1,303616,Morriott International,Corlton,1,0,1
13,897,431,5,rome,5,finnish,0,303616,Chillton Worldwide,Chill Garden Inn,1,0,2
0,815,274,5,sofia,5,finnish,1,303616,Morriott International,Corlton,1,0,0
18,97,235,10,madrid,5,slovakian,1,303616,Accar Hotels,Safitel,1,1,0
29,798,361,4,madrid,5,slovakian,1,303616,Accar Hotels,Safitel,0,0,1
62,39,112,3,madrid,5,slovakian,1,303616,Accar Hotels,Navatel,0,0,0
95,888,220,20,madrid,5,slovakian,1,303616,Morriott International,Corlton,1,0,1
31,888,239,20,madrid,5,austrian,0,303616,Morriott International,Corlton,1,0,1
25,516,323,5,vilnius,5,czech,1,303616,Morriott International,Corlton,1,0,2
18,815,248,5,sofia,5,romanian,1,303616,Morriott International,Corlton,1,0,0
82,41,139,4,paris,5,slovakian,1,303616,Accar Hotels,Navatel,1,0,0
87,101,424,5,amsterdam,5,slovene,0,303616,Accar Hotels,Safitel,1,0,0
60,101,407,5,amsterdam,5,hungarian,0,303616,Accar Hotels,Safitel,1,0,0
146,41,154,4,paris,5,finnish,1,303616,Accar Hotels,Navatel,1,0,0
34,897,398,5,rome,5,estonian,0,303616,Chillton Worldwide,Chill Garden Inn,1,0,2
21,101,432,5,amsterdam,5,danish,1,303616,Accar Hotels,Safitel,1,0,0
30,101,415,5,amsterdam,5,estonian,1,303616,Accar Hotels,Safitel,1,0,0
95,897,414,5,rome,5,irish,0,303616,Chillton Worldwide,Chill Garden Inn,1,0,2
28,815,248,5,sofia,5,romanian,0,303616,Morriott International,Corlton,1,0,0
5,897,382,5,rome,5,hungarian,1,303616,Chillton Worldwide,Chill Garden Inn,1,0,2
33,815,248,5,sofia,5,hungarian,0,303616,Morriott International,Corlton,1,0,0
69,897,390,4,rome,4,romanian,1,303616,Chillton Worldwide,Chill Garden Inn,1,0,2
2,516,310,4,vilnius,4,hungarian,0,303616,Morriott International,Corlton,1,0,2
76,888,239,18,madrid,4,austrian,0,303616,Morriott International,Corlton,1,0,1
28,815,248,4,sofia,4,hungarian,1,303616,Morriott International,Corlton,1,0,0
74,101,424,4,amsterdam,4,irish,1,303616,Accar Hotels,Safitel,1,0,0
14,101,441,4,amsterdam,4,swedish,0,303616,Accar Hotels,Safitel,1,0,0
29,516,304,4,vilnius,4,estonian,1,303616,Morriott International,Corlton,1,0,2
1,815,263,4,sofia,4,slovene,1,303616,Morriott International,Corlton,1,0,0
22,888,220,18,madrid,4,slovakian,0,303616,Morriott International,Corlton,1,0,1
118,101,449,4,amsterdam,4,finnish,1,303616,Accar Hotels,Safitel,1,0,0
113,897,414,4,rome,4,irish,0,303616,Chillton Worldwide,Chill Garden Inn,1,0,2
60,101,415,4,amsterdam,4,romanian,0,303616,Accar Hotels,Safitel,1,0,0
33,39,119,2,madrid,4,cypriot,1,303616,Accar Hotels,Navatel,0,0,0
41,888,234,18,madrid,4,cypriot,1,303616,Morriott International,Corlton,1,0,1
84,97,250,8,madrid,4,cypriot,1,303616,Accar Hotels,Safitel,1,1,0
66,101,415,4,amsterdam,4,estonian,1,303616,Accar Hotels,Safitel,1,0,0
1,897,398,4,rome,4,czech,1,303616,Chillton Worldwide,Chill Garden Inn,1,0,2
66,41,139,3,paris,4,slovakian,1,303616,Accar Hotels,Navatel,1,0,0
25,897,390,4,rome,4,romanian,0,303616,Chillton Worldwide,Chill Garden Inn,1,0,2
1,798,368,3,madrid,4,estonian,1,303616,Accar Hotels,Safitel,0,0,1
70,888,225,18,madrid,4,estonian,1,303616,Morriott International,Corlton,1,0,1
71,97,240,8,madrid,4,estonian,1,303616,Accar Hotels,Safitel,1,1,0
1,888,229,18,madrid,4,slovene,0,303616,Morriott International,Corlton,1,0,1
33,897,382,4,rome,4,hungarian,0,303616,Chillton Worldwide,Chill Garden Inn,1,0,2
11,888,239,18,madrid,4,austrian,1,303616,Morriott International,Corlton,1,0,1
69,897,382,4,rome,4,hungarian,1,303616,Chillton Worldwide,Chill Garden Inn,1,0,2
53,101,424,4,amsterdam,4,czech,1,303616,Accar Hotels,Safitel,1,0,0
83,897,406,3,rome,3,polish,1,303616,Chillton Worldwide,Chill Garden Inn,1,0,2
22,516,323,3,vilnius,3,czech,0,303616,Morriott International,Corlton,1,0,2
30,516,310,3,vilnius,3,hungarian,1,303616,Morriott International,Corlton,1,0,2
83,888,239,16,madrid,3,austrian,1,303616,Morriott International,Corlton,1,0,1
42,101,441,3,amsterdam,3,swedish,0,303616,Accar Hotels,Safitel,1,0,0
112,897,423,3,rome,3,swedish,1,303616,Chillton Worldwide,Chill Garden Inn,1,0,2
57,101,449,3,amsterdam,3,finnish,1,303616,Accar Hotels,Safitel,1,0,0
25,888,229,16,madrid,3,croatian,0,303616,Morriott International,Corlton,1,0,1
18,815,248,3,sofia,3,hungarian,1,303616,Morriott International,Corlton,1,0,0
111,101,415,3,amsterdam,3,romanian,1,303616,Accar Hotels,Safitel,1,0,0
21,888,243,16,madrid,3,finnish,0,303616,Morriott International,Corlton,1,0,1
53,888,225,16,madrid,3,estonian,0,303616,Morriott International,Corlton,1,0,1
67,516,310,3,vilnius,3,romanian,0,303616,Morriott International,Corlton,1,0,2
6,97,235,6,madrid,3,hungarian,1,303616,Accar Hotels,Safitel,1,1,0
52,102,343,3,madrid,3,hungarian,1,303616,Morriott International,Corlton,1,1,0
67,798,361,2,madrid,3,hungarian,1,303616,Accar Hotels,Safitel,0,0,1
89,154,336,3,madrid,3,hungarian,1,303616,Accar Hotels,Safitel,1,1,0
90,888,220,16,madrid,3,hungarian,1,303616,Morriott International,Corlton,1,0,1
116,897,382,3,rome,3,hungarian,1,303616,Chillton Worldwide,Chill Garden Inn,1,0,2
51,815,248,2,sofia,2,romanian,1,303616,Morriott International,Corlton,1,0,0
62,101,407,2,amsterdam,2,hungarian,1,303616,Accar Hotels,Safitel,1,0,0
100,101,415,2,amsterdam,2,romanian,0,303616,Accar Hotels,Safitel,1,0,0
64,101,424,2,amsterdam,2,polish,1,303616,Accar Hotels,Safitel,1,0,0
42,815,248,2,sofia,2,hungarian,1,303616,Morriott International,Corlton,1,0,0
2,798,368,1,madrid,2,romanian,1,303616,Accar Hotels,Safitel,0,0,1
16,888,225,14,madrid,2,romanian,1,303616,Morriott International,Corlton,1,0,1
34,154,342,2,madrid,2,romanian,1,303616,Accar Hotels,Safitel,1,1,0
66,97,240,4,madrid,2,romanian,1,303616,Accar Hotels,Safitel,1,1,0
38,888,225,14,madrid,2,irish,0,303616,Morriott International,Corlton,1,0,1
61,97,240,4,madrid,2,irish,0,303616,Accar Hotels,Safitel,1,1,0
58,888,225,14,madrid,2,luxembourgish,1,303616,Morriott International,Corlton,1,0,1
70,97,240,4,madrid,2,luxembourgish,1,303616,Accar Hotels,Safitel,1,1,0
104,101,432,2,amsterdam,2,danish,1,303616,Accar Hotels,Safitel,1,0,0
87,41,139,2,paris,2,cypriot,1,303616,Accar Hotels,Navatel,1,0,0
31,888,220,14,madrid,2,hungarian,0,303616,Morriott International,Corlton,1,0,1
90,97,260,4,madrid,2,swedish,1,303616,Accar Hotels,Safitel,1,1,0
103,888,243,14,madrid,2,swedish,1,303616,Morriott International,Corlton,1,0,1
14,897,398,2,rome,2,estonian,1,303616,Chillton Worldwide,Chill Garden Inn,1,0,2
63,101,424,2,amsterdam,2,slovene,1,303616,Accar Hotels,Safitel,1,0,0
97,101,441,1,amsterdam,1,austrian,1,303616,Accar Hotels,Safitel,1,0,0
50,101,424,1,amsterdam,1,irish,0,303616,Accar Hotels,Safitel,1,0,0
29,897,390,1,rome,1,romanian,1,303616,Chillton Worldwide,Chill Garden Inn,1,0,2
51,101,424,1,amsterdam,1,irish,1,303616,Accar Hotels,Safitel,1,0,0
113,101,415,1,amsterdam,1,romanian,1,303616,Accar Hotels,Safitel,1,0,0
6,97,255,2,madrid,1,danish,1,303616,Accar Hotels,Safitel,1,1,0
2,888,220,12,madrid,1,slovakian,1,303616,Morriott International,Corlton,1,0,1
71,102,343,1,madrid,1,slovakian,1,303616,Morriott International,Corlton,1,1,0
97,97,235,2,madrid,1,slovakian,1,303616,Accar Hotels,Safitel,1,1,0
95,888,220,12,madrid,1,hungarian,0,303616,Morriott International,Corlton,1,0,1
71,97,240,2,madrid,1,irish,1,303616,Accar Hotels,Safitel,1,1,0
87,888,225,12,madrid,1,irish,1,303616,Morriott International,Corlton,1,0,1
62,516,310,0,vilnius,0,hungarian,1,303616,Morriott International,Corlton,1,0,2
12,101,407,0,amsterdam,0,hungarian,1,303616,Accar Hotels,Safitel,1,0,0
21,97,255,0,madrid,0,austrian,1,303616,Accar Hotels,Safitel,1,1,0
97,97,245,0,madrid,0,german,1,303616,Accar Hotels,Safitel,1,1,0
90,101,415,0,amsterdam,0,romanian,0,303616,Accar Hotels,Safitel,1,0,0
45,97,250,0,madrid,0,cypriot,1,303616,Accar Hotels,Safitel,1,1,0
23,97,260,0,madrid,0,swedish,1,303616,Accar Hotels,Safitel,1,1,0
34,888,231,10,madrid,0,swedish,1,303616,Morriott International,Corlton,1,0,1
115,101,424,0,amsterdam,0,irish,1,303616,Accar Hotels,Safitel,1,0,0
62,915,59,45,madrid,40,hungarian,0,303616,Accar Hotels,Ibas,1,0,0
0,789,59,44,madrid,40,irish,0,303616,Accar Hotels,Ibas,1,0,0
63,941,60,44,madrid,40,irish,0,303616,Independant,Independant,1,0,0
71,827,88,43,paris,40,finnish,1,303616,Yin Yang,8 Premium,1,0,0
30,898,85,46,copenhagen,40,czech,0,303616,Yin Yang,8 Premium,1,0,0
69,890,79,42,vienna,40,swedish,0,303616,Yin Yang,8 Premium,1,0,0
70,989,90,42,copenhagen,40,slovakian,0,303616,Accar Hotels,Ibas,0,0,0
77,914,61,39,vilnius,39,finnish,0,303616,Yin Yang,8 Premium,0,0,0
40,643,82,41,valletta,39,finnish,1,303616,Accar Hotels,Ibas,1,0,0
46,934,71,41,rome,38,slovakian,0,303616,Accar Hotels,Ibas,1,0,0
20,789,64,38,madrid,38,hungarian,0,303616,Accar Hotels,Ibas,1,0,0
11,934,78,41,rome,38,swedish,0,303616,Accar Hotels,Ibas,1,0,0
38,955,59,38,vilnius,38,polish,1,303616,Yin Yang,8 Premium,0,0,0
80,954,115,98,vilnius,38,polish,1,303616,Chillton Worldwide,Tripletree,1,0,0
65,956,88,71,vilnius,38,maltese,1,303616,Boss Western,Boss Western,1,0,0
76,914,58,37,vilnius,38,romanian,1,303616,Yin Yang,8 Premium,0,0,0
17,989,99,36,copenhagen,37,swedish,1,303616,Accar Hotels,Ibas,0,0,0
19,955,61,36,vilnius,37,swedish,0,303616,Yin Yang,8 Premium,0,0,0
59,955,58,36,vilnius,37,slovakian,0,303616,Yin Yang,8 Premium,0,0,0
17,919,83,36,vienna,37,finnish,1,303616,Yin Yang,8 Premium,0,0,0
48,934,77,39,rome,37,austrian,0,303616,Accar Hotels,Ibas,1,0,0
